City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,ambovombe,-25.1667,46.0833,21.06,84,0,4.22,MG,1715196035
294,devils lake,48.1128,-98.8651,16.99,54,100,6.69,US,1715196035
295,sullivan,36.5168,-82.5332,19.58,100,100,3.09,US,1715196035
296,whitehorse,60.7161,-135.0538,8.78,49,75,6.71,CA,1715196035
297,kenai,60.5544,-151.2583,8.05,61,100,2.06,US,1715196035
298,revelstoke,50.9832,-118.2023,17.01,23,0,2.57,CA,1715196035
299,jianguang,28.1938,115.7836,18.87,78,100,2.49,CN,1715196035
300,at taj,24.2049,23.2857,29.92,14,100,4.48,LY,1715196035
301,ubari,26.5921,12.7805,30.48,9,9,2.99,LY,1715196035
302,fedorovskiy,45.0972,40.9517,11.76,92,98,2.24,RU,1715196036
303,crane,31.3974,-102.3501,31.14,10,0,7.69,US,1715196036
304,primero de enero,21.9469,-78.4283,31.65,49,96,6.19,CU,1715196036
305,kaihua,23.3687,104.28,16.44,89,100,0.75,CN,1715195797
306,petawawa,45.9001,-77.3328,9.88,90,100,3.6,CA,1715196014
307,cockburn town,21.4612,-71.1419,25.43,73,1,7.08,TC,1715195879
308,boda,4.3189,17.4695,22.89,96,98,0.99,CF,1715196036
309,papao,-17.75,-149.55,28.82,82,100,7.04,PF,1715196036
310,klyuchi,52.2667,79.1667,13.22,49,14,2.6,RU,1715196036
311,bathsheba,13.2167,-59.5167,30.34,74,75,8.23,BB,1715196036
312,gubkin,51.2817,37.5458,5.35,65,60,3.31,RU,1715196036
313,kailua-kona,19.6406,-155.9956,26.98,72,40,5.14,US,1715195811
314,pyhajarvi,67.0701,27.2176,-6.18,95,97,1.07,FI,1715196037
315,grand-bassam,5.2118,-3.7388,29.98,81,100,4.1,CI,1715196037
316,sakaiminato,35.55,133.2333,11.99,62,40,2.57,JP,1715196037
317,arkalyk,50.2486,66.9114,17.5,46,100,5.92,KZ,1715196037
318,rehoboth,-23.3167,17.0833,22.06,31,27,1.89,NA,1715196037
319,hami,42.8,93.45,22.09,27,0,5.92,CN,1715196037
320,kidal,18.4411,1.4078,37.55,8,6,3.46,ML,1715196037
321,broome,42.2506,-75.833,27.32,42,75,7.72,US,1715196037
322,port alfred,-33.5906,26.891,18.43,93,100,2.18,ZA,1715196037
323,palikir - national government center,6.9248,158.1611,26.41,94,100,3.09,FM,1715196038
324,nikolayevsk-on-amure,53.1406,140.73,1.79,72,100,1.79,RU,1715196038
325,balqash,46.8481,74.995,18.69,44,95,7.12,KZ,1715196038
326,chulakkurgan,43.765,69.1814,24.56,40,100,3.31,KZ,1715196025
327,vila velha,-20.3297,-40.2925,27.97,84,20,5.66,BR,1715196005
328,shigony,53.3875,48.6777,4.51,66,8,5.16,RU,1715196038
329,gua musang,4.8823,101.9644,24.88,91,100,0.2,MY,1715196038
330,laguna,38.421,-121.4238,24.5,25,0,11.83,US,1715196038
331,sola,-13.8833,167.55,26.7,69,100,8.5,VU,1715196038
332,bubaque,11.2833,-15.8333,26.82,71,3,5.78,GW,1715195899
333,port lincoln,-34.7333,135.8667,15.21,81,87,5.2,AU,1715196038
334,ribeira brava,32.65,-17.0667,22.62,84,100,0.81,PT,1715196038
335,el nido,11.1858,119.3956,28.88,72,63,2.98,PH,1715196039
336,pontal do parana,-25.6533,-48.5128,32.1,52,4,1.13,BR,1715196039
337,xilin hot,43.9667,116.0333,10.78,19,100,2.99,CN,1715196039
338,oak hill,37.9723,-81.1487,23.17,39,100,5.02,US,1715196039
339,aktobe,50.2797,57.2072,14.05,82,75,7.0,KZ,1715195876
340,badger,64.8,-147.5333,11.11,63,75,0.89,US,1715196039
341,hailar,49.2,119.7,7.37,27,2,2.99,CN,1715196039
342,darnah,32.767,22.6367,19.74,66,62,4.92,LY,1715196039
343,kotido,2.9806,34.1331,22.9,69,10,4.84,UG,1715196039
344,lata,40.1629,-8.3327,20.16,55,28,0.77,PT,1715196039
345,selkirk,50.1436,-96.8845,22.31,43,10,4.02,CA,1715195965
346,kairouan,35.6781,10.0963,18.01,52,40,3.09,TN,1715196039
347,tynda,55.1667,124.7167,0.45,73,9,5.92,RU,1715196040
348,jincheng,35.5022,112.8328,18.03,45,100,1.04,CN,1715196040
349,tambacounda,13.7539,-13.7586,41.03,27,0,1.03,SN,1715196040
350,wamba,8.9333,8.6,29.97,57,27,0.57,NG,1715196040
351,yuzhno-kurilsk,44.0306,145.8556,2.99,95,69,5.23,RU,1715196040
352,sungai raya,0.7,108.9,25.71,93,100,3.04,ID,1715196040
353,tucuma,-0.1833,-50.05,28.54,82,70,2.98,BR,1715196040
354,lerwick,60.1545,-1.1494,9.0,98,100,6.57,GB,1715196040
355,luganville,-15.5333,167.1667,23.79,81,100,4.13,VU,1715196040
356,broken hill,-31.95,141.4333,13.14,74,12,4.39,AU,1715195961
357,revda,56.801,59.9303,9.57,95,100,2.27,RU,1715195764
358,mejit,10.2753,170.8646,27.44,80,100,9.36,MH,1715196041
359,vieste,41.8825,16.175,17.21,88,98,4.76,IT,1715196041
360,ak-suu,42.4995,78.527,13.59,35,14,2.34,KG,1715196023
361,labrador city,52.9463,-66.9114,6.77,39,20,7.15,CA,1715196041
362,dyatlovo,53.4631,25.4068,5.91,71,82,3.02,BY,1715196041
363,shingu,33.7333,135.9833,10.17,73,100,2.84,JP,1715196041
364,armyansk,46.1092,33.6921,12.94,51,99,5.17,UA,1715196041
365,cabo san lucas,22.8909,-109.9124,32.56,30,20,3.6,MX,1715195948
366,ezhva,61.8128,50.7283,-2.12,100,75,4.0,RU,1715196041
367,qarqaraly,49.4058,75.4742,12.36,60,99,3.71,KZ,1715196041
368,kanor,24.4333,74.2667,32.74,23,9,6.12,IN,1715196041
369,puerto deseado,-47.7503,-65.8938,6.93,59,12,2.58,AR,1715196041
370,sanctuary point,-35.1114,150.629,15.97,89,95,0.84,AU,1715196041
371,moreira sales,-24.0622,-53.0069,33.31,28,0,5.54,BR,1715195969
372,majene,-3.5403,118.9707,24.88,90,88,1.66,ID,1715196042
373,mahanoro,-19.9,48.8,22.84,82,0,2.08,MG,1715196042
374,qiziltepa,40.0331,64.85,23.53,31,100,4.93,UZ,1715196042
375,yura,-16.2522,-71.6797,22.29,20,0,5.66,PE,1715196042
376,turinskaya sloboda,57.6232,64.3858,15.71,53,100,6.9,RU,1715196042
377,yeraliyev,43.2,51.65,15.53,72,100,9.98,KZ,1715196042
378,berezovyy,51.6667,135.7,10.73,55,100,2.29,RU,1715196042
379,nar'yan-mar,67.6713,53.087,-4.94,88,100,7.15,RU,1715196043
380,fort irwin,35.2627,-116.6848,20.9,13,0,7.2,US,1715196043
381,usogorsk,63.4106,48.6872,-0.19,50,100,6.79,RU,1715196043
382,vel'sk,61.0701,42.0983,-0.96,51,100,4.47,RU,1715196043
383,bougouni,11.417,-7.479,32.41,41,80,1.84,ML,1715196043
384,arkhipo-osipovka,44.37,38.52,15.91,71,74,1.53,RU,1715196043
385,albuquerque,35.0845,-106.6511,21.39,17,20,3.09,US,1715195916
386,hwange,-18.3693,26.5019,21.39,37,12,0.52,ZW,1715196043
387,port augusta,-32.5,137.7667,13.95,55,100,2.75,AU,1715195968
388,madang,-5.2246,145.7966,24.06,96,100,2.47,PG,1715196043
389,bethanie,-26.4833,17.15,20.88,32,0,1.97,NA,1715196044
390,vyselki,45.5794,39.6597,12.17,94,100,1.33,RU,1715196044
391,kalemie,-5.9475,29.1947,23.47,83,100,2.2,CD,1715196044
392,lihue,21.9789,-159.3672,26.58,73,100,4.63,US,1715196044
393,san fernando de apure,7.8878,-67.4724,34.03,47,100,2.29,VE,1715196044
394,forster,-32.1667,152.5167,14.65,100,100,0.5,AU,1715196044
395,susuman,62.7833,148.1667,-1.12,83,99,1.34,RU,1715196044
396,guerrero negro,27.9769,-114.0611,19.19,59,0,8.33,MX,1715196044
397,boa vista,2.8197,-60.6733,31.99,58,75,3.09,BR,1715196044
398,mersa matruh,31.3525,27.2453,19.55,67,100,6.89,EG,1715196044
399,plaza huincul,-38.926,-69.2086,12.3,10,15,0.89,AR,1715196026
400,oranjemund,-28.55,16.4333,15.02,84,2,5.26,NA,1715196044
401,greenville,35.6127,-77.3663,33.01,54,40,4.63,US,1715195992
402,lodwar,3.1191,35.5973,30.4,52,6,5.08,KE,1715196045
403,nuku'alofa,-21.1333,-175.2,25.19,73,75,3.09,TO,1715196045
404,harper,4.375,-7.7169,27.36,84,91,3.09,LR,1715196045
405,maba,24.6841,113.5984,20.55,24,100,1.24,CN,1715196045
406,grenaa,56.4158,10.8783,14.12,84,98,3.17,DK,1715196045
407,alenquer,-1.9417,-54.7383,29.21,82,66,1.64,BR,1715196045
408,chadron,42.8294,-102.9999,9.98,68,100,5.66,US,1715196045
409,staryy dobrotvir,50.2315,24.377,10.07,64,100,3.25,UA,1715196045
410,touros,-5.1989,-35.4608,28.69,75,48,5.23,BR,1715196045
411,geraldton,-28.7667,114.6,23.23,28,100,9.26,AU,1715195983
412,grand falls-windsor,48.9332,-55.6649,10.84,70,100,2.69,CA,1715196046
413,dryden,49.7833,-92.7503,16.16,41,0,5.14,CA,1715196046
414,tralee,52.2704,-9.7026,14.55,77,73,1.84,IE,1715195931
415,bardai,11.65,7.2333,33.52,15,73,3.01,NG,1715196046
416,pecanha,-18.5486,-42.5569,24.13,73,63,1.87,BR,1715196046
417,chingirlau,51.095,54.0814,7.49,85,100,8.21,KZ,1715196046
418,dapa,9.7594,126.0531,27.09,79,100,1.33,PH,1715196046
419,arraial do cabo,-22.9661,-42.0278,27.98,74,0,8.75,BR,1715195848
420,borogontsy,62.6683,131.1683,-0.8,93,100,2.5,RU,1715196046
421,filey,54.21,-0.2892,15.82,83,95,4.92,GB,1715195839
422,kodinsk,58.6881,99.1844,8.58,90,82,3.91,RU,1715196046
423,peace river,56.2501,-117.286,17.17,21,75,7.2,CA,1715196046
424,bengkulu,-3.8004,102.2655,24.49,91,88,1.4,ID,1715196047
425,carnarvon,-24.8667,113.6333,21.66,54,26,1.06,AU,1715196047
426,sigli,5.3848,95.9609,27.77,77,100,1.48,ID,1715196047
427,tazacorte,28.629,-17.9293,20.54,83,75,3.09,ES,1715196047
428,wewak,-3.5534,143.6268,25.05,92,100,3.42,PG,1715196047
429,nagqu,31.5,92.0,1.68,57,86,5.68,CN,1715196047
430,pariaman,-0.619,100.12,27.03,86,100,2.29,ID,1715196047
431,cascais,38.6979,-9.4215,27.92,38,0,4.12,PT,1715196047
432,brigantine,39.4101,-74.3646,32.11,72,0,7.72,US,1715196047
433,anloga,5.7947,0.8973,29.62,75,100,5.76,GH,1715196048
434,kem',64.9555,34.5793,-4.57,89,93,4.52,RU,1715196048
435,ruteng,-8.6136,120.4721,15.54,93,8,0.95,ID,1715196048
436,luorong,24.4058,109.6086,20.31,98,100,1.63,CN,1715196048
437,tsiombe,-25.3,45.4833,21.36,83,0,3.06,MG,1715196048
438,mersing,2.4312,103.8405,25.95,94,20,2.57,MY,1715196048
439,saint albans,51.75,-0.3333,17.69,71,34,2.57,GB,1715196048
440,kyshtovka,56.555,76.6271,9.63,56,100,1.79,RU,1715196048
441,jayapura,-2.5333,140.7,23.66,92,100,1.22,ID,1715196048
442,gaalkacyo,6.7697,47.4308,32.45,49,98,0.99,SO,1715196048
443,champerico,14.3,-91.9167,35.3,63,1,5.53,GT,1715196048
444,levuka,50.1834,-105.4011,18.9,48,75,8.75,CA,1715196049
445,voss,60.623,6.4229,10.85,74,100,2.77,NO,1715196049
446,sidi ifni,29.3797,-10.173,31.86,65,100,2.81,MA,1715196049
447,nova sintra,14.8667,-24.7167,23.89,74,0,6.35,CV,1715196049
448,west fargo,46.875,-96.9004,21.0,44,0,3.6,US,1715195872
449,kavaratti,10.5669,72.642,30.5,68,100,4.25,IN,1715196049
450,kariba,-16.5167,28.8,20.88,38,19,2.24,ZW,1715196049
451,ingeniero jacobacci,-41.3427,-69.5448,6.46,49,10,9.53,AR,1715196049
452,barra de santo antonio,-9.4047,-35.5072,26.6,79,100,4.59,BR,1715196049
453,kuliyapitiya,7.4688,80.0401,24.75,96,100,1.66,LK,1715196025
454,sovata,46.5833,25.0667,10.86,96,100,2.36,RO,1715196049
455,argostolion,38.1811,20.489,21.53,35,40,1.03,GR,1715196050
456,whakatane,-37.9585,176.9854,8.86,78,6,4.08,NZ,1715196050
457,yelovo,57.0538,54.9207,3.67,82,100,4.38,RU,1715196050
458,campofelice di roccella,37.9902,13.8854,15.18,94,100,1.21,IT,1715196050
459,sao jose da coroa grande,-8.8978,-35.1478,28.14,78,100,3.46,BR,1715196050
460,livingston,55.9029,-3.5226,15.67,64,0,3.6,GB,1715196050
461,south portland,43.6415,-70.2409,10.4,94,100,3.6,US,1715195794
462,concepcion,-36.827,-73.0498,11.89,71,20,3.09,CL,1715195882
463,san pedro,14.35,121.0167,29.57,78,40,2.57,PH,1715196050
464,bandundu,-3.3167,17.3667,28.63,52,19,1.33,CD,1715196050
465,fada,9.5667,8.3,27.5,60,55,1.59,NG,1715196050
466,khovd,48.0056,91.6419,11.82,54,100,3.97,MN,1715196050
467,el granada,37.5027,-122.4694,25.94,40,0,8.75,US,1715196050
468,guli,28.8833,120.0333,15.38,85,100,0.83,CN,1715196051
469,prado,-17.3411,-39.2208,27.39,71,0,3.3,BR,1715196051
470,berryville,36.3648,-93.568,29.05,69,27,6.7,US,1715196051
471,panambi,-28.2925,-53.5017,21.44,91,100,5.33,BR,1715195862
472,kemijarvi,66.7131,27.4306,-3.79,95,83,1.26,FI,1715196051
473,tabou,4.423,-7.3528,27.57,82,89,2.85,CI,1715196051
474,mbala,-8.8402,31.3659,17.71,73,89,3.93,ZM,1715196051
475,ulan bator,47.9077,106.8832,12.07,19,40,5.0,MN,1715195882
476,benghazi,32.1167,20.0667,22.77,42,1,8.34,LY,1715196051
477,sehore,23.2,77.0833,33.59,23,23,2.22,IN,1715196051
478,choibalsan,48.0667,114.5,10.01,22,100,2.27,MN,1715196051
479,haiku-pauwela,20.9219,-156.3051,25.68,68,40,3.6,US,1715196051
480,angaur state,6.906,134.13,28.32,76,82,2.55,PW,1715196052
481,santyoku,37.4406,129.1708,10.21,38,0,3.35,KR,1715196052
482,inhambane,-23.865,35.3833,20.99,88,20,1.54,MZ,1715196052
483,timbuktu,16.7735,-3.0074,38.51,13,9,2.23,ML,1715196052
484,sao joao da barra,-21.6403,-41.0511,29.05,85,0,5.05,BR,1715196052
485,nacala,-14.5428,40.6728,23.38,90,84,2.61,MZ,1715196052
486,dalbandin,28.8947,64.4101,32.67,14,0,0.97,PK,1715196052
487,ust'-kalmanka,52.1207,83.305,12.91,57,0,1.11,RU,1715196052
488,pacocha,-17.5833,-71.3333,19.08,73,100,4.12,PE,1715196052
489,remire-montjoly,4.9167,-52.2667,30.02,74,75,2.06,GF,1715196052
490,palmer,42.1584,-72.3287,24.48,86,100,1.54,US,1715195918
491,segou,13.4317,-6.2157,35.5,32,100,9.81,ML,1715196052
492,yeppoon,-23.1333,150.7333,19.58,80,99,7.88,AU,1715196053
493,rosario oeste,-14.8361,-56.4275,34.34,41,5,2.23,BR,1715196053
494,helong,42.5397,128.9972,11.15,54,100,2.82,CN,1715196053
495,mandal,25.45,74.5667,32.68,19,15,4.74,IN,1715196053
496,machico,32.7,-16.7667,22.62,83,40,4.12,PT,1715196053
497,manthani,18.65,79.6667,31.55,48,0,6.58,IN,1715196053
498,misratah,32.3754,15.0925,19.68,73,95,6.55,LY,1715196053
499,guane,22.2025,-84.0875,33.44,48,54,5.98,CU,1715196053
500,tosontsengel,48.7567,98.2839,7.03,88,92,0.92,MN,1715196053
501,ambalangoda,6.2355,80.0538,25.34,92,100,5.84,LK,1715196053
502,kovdor,67.5662,30.4758,-5.19,95,99,1.48,RU,1715196053
503,fort bragg,35.139,-79.006,33.23,56,20,4.12,US,1715196053
504,port hedland,-20.3167,118.5667,20.03,52,0,2.57,AU,1715196054
505,st. john's,47.5649,-52.7093,6.27,90,100,7.2,CA,1715196054
506,cesky krumlov,48.8109,14.3152,13.2,81,95,1.82,CZ,1715196054
507,luchegorsk,46.4764,134.2569,8.01,54,100,2.7,RU,1715196054
508,callao,-12.0667,-77.15,20.16,77,40,3.6,PE,1715196054
509,tokonou,9.65,-9.7833,24.65,81,96,1.36,GN,1715195897
510,selfoss,63.9331,-20.9971,8.36,54,7,5.93,IS,1715196054
511,metro,-5.1131,105.3067,24.7,90,98,0.35,ID,1715196054
512,ola,59.5833,151.2833,0.08,92,100,1.14,RU,1715196054
513,mount isa,-20.7333,139.5,21.87,73,75,0.51,AU,1715196054
514,maintirano,-18.0667,44.0167,25.97,74,0,2.68,MG,1715196054
515,yala,6.3333,101.25,24.5,95,8,1.15,TH,1715196054
516,talbahat,25.05,78.4333,32.12,29,1,7.68,IN,1715195956
517,samara,53.0,50.0,5.11,63,0,4.94,RU,1715196055
518,ulyanovsk,54.0,48.0,3.5,72,33,3.7,RU,1715196055
519,yanam,16.7333,82.2167,25.15,80,91,0.71,IN,1715196055
520,taro,-8.3862,115.28,23.0,100,69,0.19,ID,1715196055
521,north battleford,52.7834,-108.2847,20.05,42,20,7.2,CA,1715195885
522,kaplice,48.7385,14.4963,12.88,90,95,1.81,CZ,1715196055
523,anzio,41.4853,12.6179,15.63,84,100,4.56,IT,1715196055
524,kapenguria,1.2511,35.0895,15.47,89,50,0.73,KE,1715196055
525,martapura,-3.4167,114.85,27.05,94,75,1.54,ID,1715196056
526,balykshi,47.0667,51.8667,14.0,62,40,7.0,KZ,1715196056
527,bulungu,-4.55,18.6,28.07,47,57,1.03,CD,1715196056
528,dakhla,23.6848,-15.958,19.01,88,100,6.69,EH,1715196056
529,boca do acre,-8.7522,-67.3978,30.11,71,100,1.22,BR,1715196056
530,novo aripuana,-5.1206,-60.3797,32.58,55,89,1.69,BR,1715196056
531,greymouth,-42.4667,171.2,4.55,71,1,5.07,NZ,1715196056
532,xi'an,34.2583,108.9286,19.45,76,99,1.09,CN,1715196056
533,newman,37.3138,-121.0208,23.34,35,0,9.83,US,1715196056
534,chivhu,-19.0211,30.8922,13.4,38,0,3.39,ZW,1715196056
535,cannonvale,-20.2833,148.7,23.66,80,97,7.43,AU,1715196056
536,byford,-32.2167,116.0,20.48,44,100,5.14,AU,1715196056
537,ceeldheer,3.8488,47.1806,29.48,75,68,5.09,SO,1715196057
538,namsos,64.4662,11.4957,7.95,81,20,3.09,NO,1715196057
539,sarina,-21.4333,149.2167,21.26,1,100,4.7,AU,1715196057
540,coquimbo,-29.9533,-71.3436,16.93,60,0,4.98,CL,1715195597
541,rudbar,30.15,62.6,33.86,12,56,3.9,AF,1715196057
542,bukan,36.521,46.2089,8.97,71,23,2.2,IR,1715196057
543,onega,63.9061,38.1404,-4.29,83,90,5.51,RU,1715196057
544,kodiak,57.79,-152.4072,3.73,65,75,5.66,US,1715196057
545,ardestan,33.3761,52.3694,21.1,19,11,3.05,IR,1715196057
546,tongouson,5.0214,120.1328,27.93,76,43,1.53,PH,1715196057
547,kale,50.9581,1.8521,12.2,85,100,3.33,FR,1715196058
548,veraval,20.9,70.3667,27.51,87,0,6.04,IN,1715196058
549,baissa,7.2333,10.6333,25.13,95,100,1.83,NG,1715196058
550,port moresby,-9.4431,147.1797,24.68,100,75,2.57,PG,1715196058
551,restrepo,3.822,-76.5224,21.19,88,100,0.82,CO,1715196058
552,turkmenbasy,40.0222,52.9552,13.43,76,0,1.03,TM,1715196058
553,el porvenir,13.7617,-87.3458,34.63,41,100,4.14,HN,1715196058
554,bodaybo,57.8506,114.1933,-0.12,95,99,1.22,RU,1715196058
555,znamenskoye,57.1281,73.8282,6.99,75,81,3.12,RU,1715196058
556,port isabel,26.0734,-97.2086,35.04,69,20,6.17,US,1715196058
557,belmonte,-15.8631,-38.8828,27.64,67,0,3.23,BR,1715196059
558,the dalles,45.5946,-121.1787,19.23,48,0,2.57,US,1715195892
559,margherita,27.2833,95.6833,22.65,76,59,1.53,IN,1715196059
560,loon,9.7998,123.7929,27.16,77,100,2.65,PH,1715196059
561,serdar,38.9764,56.2757,21.23,47,0,6.17,TM,1715196059
562,westport,41.1415,-73.3579,30.06,61,0,5.66,US,1715196041
563,jiazi,22.8779,116.067,22.65,74,99,7.46,CN,1715196059
564,durg,21.1833,81.2833,31.99,39,99,2.17,IN,1715196059
565,lincoln city,44.9582,-124.0179,17.2,78,6,8.94,US,1715196059
566,khasab,26.1799,56.2477,31.66,35,0,5.43,OM,1715196059
567,ndofane,13.9167,-15.9333,30.89,38,1,7.78,SN,1715196059
568,bandarbeyla,9.4942,50.8122,28.96,80,0,5.38,SO,1715196059
569,namibe,-15.1961,12.1522,23.36,68,0,4.07,AO,1715196060
570,port lavaca,28.615,-96.6261,32.39,81,100,4.12,US,1715196060
571,acarau,-2.8856,-40.12,28.46,81,88,4.29,BR,1715196060
572,inawashiro,37.5667,140.1167,6.53,96,98,1.63,JP,1715196060
573,el matama,16.7095,33.3565,31.65,8,0,4.48,SD,1715196060
574,yaren,-0.5472,166.916,28.88,76,13,4.24,NR,1715196060
575,dhromolaxia,34.8755,33.5868,19.85,84,0,0.0,CY,1715196060
576,fauske,67.2588,15.3918,5.02,81,100,1.93,NO,1715196060
577,kamaishi,39.2667,141.8833,7.26,84,99,1.57,JP,1715196061
578,dubbo,-32.25,148.6167,13.07,88,75,4.63,AU,1715196061
579,scottburgh,-30.2867,30.7532,19.77,85,1,3.03,ZA,1715196061
580,dudinka,69.4058,86.1778,-10.74,94,100,3.13,RU,1715196061
581,antsiranana,-12.2787,49.2917,24.89,77,100,8.87,MG,1715196061
582,rikaze,29.25,88.8833,7.24,46,100,1.0,CN,1715196061
583,lodja,-3.4833,23.4333,23.2,91,73,0.38,CD,1715196061
584,crookston,47.7741,-96.6081,19.5,45,40,3.6,US,1715196061
585,banaz,38.7371,29.7519,16.15,34,100,1.87,TR,1715196061
586,nova vicosa,-17.8919,-39.3719,28.0,69,2,3.43,BR,1715196062
587,keflavik,64.0049,-22.5624,6.95,65,75,5.14,IS,1715196062
588,cabedelo,-6.9811,-34.8339,29.37,78,100,4.43,BR,1715196041
589,bowen,-20.0167,148.2333,20.18,88,98,5.4,AU,1715196062
